Question,Column1,Answer,Label
"['One of this choreographer\'s ballets uses Respighi\'s Ancient Airs and Dances to adapt a Boccaccio story to the stage. An actor delivers a spoken-word Indictment in a ballet by this choreographer that includes the numbers ""Church Social"" and ""Cotillion,"" and whose protagonist is simply called ""The Accused."" This choreographer transcribed ""I Ride an Old Paint"" for a ballet that was the first to incorporate a tap dance. This woman worked with Morton Gould on that ballet about an axe-murderess. For 10 points, name this choreographer, the niece of director Cecil, who told the story of Lizzie Borden in Fall River Legend and worked with Aaron Copland on Rodeo.']",0.227094574,['Agnes de Mille '],composer
"[""In one work by this composer, Ninetta hopes to marry Giannetto but is falsely accused of stealing a spoon. The evil governor Gesler appears in one work by this man, while another work sees a man assume the name Lindoro and includes the arias Largo al factotum and Una voce poco fa. In addition to The Thieving Magpie, this man composed an opera in which Count (*) Almaviva hopes to earn the love of Rosina. In another of his operas the title character shoots an apple off of Jemmy's head. For 10 points, name this Italian composer of such operas as The Barber of Seville and William Tell.""]",0.541073853,['Gioachino Rossini'],composer
"[""This composer received assistance from Werner Reinhart for a work in which Joseph sells his fiddle to the devil, Histoire du Soldat. Anatoly Liadov was considered before this composer for a commission from the Ballet Russes; that commission would become a work featuring the defeat of Kashchei the Deathless by Prince Ivan, assisted by the title character. Continuing his work with Sergei Diaghilev, this composer's next ballet sees Blackamoor murder the title puppet. Also famous for a ballet which opens with a bassoon solo and caused rioting at its Parisian premiere, name this Russian composer of Petrushka, The Firebird, and The Rite of Spring.""]",0.239607792,['Igor Stravinsky'],composer
"['In one of this man\'s works, the postman Mr. Splinters delivers a graduation dress for the senior Laurie Moss. Another of his works ends with a section featuring the Bride and her husband ""quiet and strong in their new house"" after earlier listening to a revivalist and his followers. This collaborator with Horace Everett on The Tender Land created a work that includes such sections as ""Corral Nocturne"" and ""Saturday Night Waltz."" One of his other works utilized variations on the Shaker melody ""Simple Gifts,"" while another of this composer\'s works ends with a section titled ""Hoe-Down"" and premiered with Agnes DeMille dancing the role of the Cowgirl. For 10 points, name this composer of the ballets Appalachian Spring and Rodeo.']",0.310305414,['Aaron Copland '],composer
"['This composer was moved by the deteriorating condition of Clara Schumann to compose the pessimistic piece Four Serious Songs. ""Gaudeamus Igitur"" (gow-day-AH-mus IH-gih-tur) is among the student songs incorporated into one of this man\'s works. The czardas [char-dash] A Memory of Bartfa provided the theme to the first of this man\'s Hungarian Dances. This composer wrote The Academic Festival Overture, as well as a first symphony that was nicknamed ""Beethoven\'s Tenth."" For 10 points, name this 19th century German composer of of a Lullaby.']",0.29175676,['Johannes Brahms'],composer
"['One work by this composer features the movements ""Jimbo\'s Lullaby"" and ""The Little Shepherd."" In another work by this composer, the second movement plays on the traditional ""Menuet,"" while the final movement is a ""Passepied."" This composer wrote the Children\'s Corner suite and another piece subtitled ""Three Symphonic Sketches."" That work by this composer includes a ""Play on the Waves"" and is one of this composer\'s rare pieces for orchestra. This composer\'s most famous work is the third movement of the Suite Bergamasque, and is named for a Paul Verlaine poem of the same name. For 10 points, name this French composer of La Mer and ""Clair de Lune.""']",0.232588403,['Claude Debussy'],composer
"[""This composer opened the fourth movement of his second minor-key symphony with a Mannheim Rocket. This composer of the Great G-minor Symphony wrote a well-loved C-minor Piano Concerto No. 24 and an A-major Clarinet Concerto. His wife Constanze lobbied Franz Sussmayer to complete this composer's Requiem. He composed the Prague and Jupiter symphonies, which are found in the Koechel catalog of his works. For 10 points, name this composer who wrote Eine Kleine Nachtmusik and variations on the melody that became Twinkle, Twinkle, Little Star.""]",0.660203087,['Wolfgang Amadeus Mozart'],composer
"['This composer wrote the music for a song that includes the lyrics ""I got music, I got my girl, who could ask for anything more?"" Ferde Grofe orchestrated a work this man wrote on commission for a concert with Paul Whiteman. He wrote the Cuban Overture and a Concerto in F. One of his works opens with a clarinet playing a trill then a glissando. For 10 points, name this American composer of the tone poem An American in Paris, and Rhapsody in Blue.']",0.945628801,['George Gershwin '],composer
"['This composer of Three Bavarian Dances wrote an oratorio in which the titular character\'s soul encounters the Angel of Agony on the way to seeing God. That work by this composer forms a trilogy along with The Apostles and The Kingdom. The finale of this composer\'s six-movement Coronation Ode features Land of Hope and Glory, which was worked into another piece consisting of five marches, which takes its name from Othello. This composer of The Dream of Gerontius is also known for a set of fourteen pieces which include ""Dorabella"" and ""Nimrod."" For 10 points, name this British composer of the Enigma Variations.']",0.876116051,['Edward Elgar'],composer
"['This composer wrote a work, premiered by conductor Gustave Doret, which opens with a flute solo containing chromatic descents and ascents. This composer ended one of his suites with a fourth-movement French courtly dance called a passepied. During the rehearsals of one of this composer\'s pieces, the violinists tied handkerchiefs on the end of their bows in protest. This composer, who wrote three ""symphonic sketches"" that include ""the play of the (*) waves,"" wrote a piece representing moonlight found in his Suite Bergamasque. Another of his pieces is a symphonic poem based on a Stephane Mallarm\xc3\xa9 poem. For 10 points, name this French composer of the Prelude to the Afternoon of a Faun, La Mer, and ""Clair de lune.""']",0.418060003,['Claude Debussy '],composer
